OBJECTID,Station_Name,Depth,Parameter,Concentration,Unit,Monitoring_Location,Date_of_Sample
251,WW03,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",3.2,ug/l,Belleville Pond - Lower,2019/10/18 00:00:00+00
252,WW03,,"Depth to bottom from water surface at sampling location, meters - 82903",2.3,m,Belleville Pond - Lower,2019/10/18 00:00:00+00
253,WW03,0.5,Enterococci - 31639,1,MPN/100,Belleville Pond - Lower,2019/10/18 00:00:00+00
254,WW03,0.5,Enterococci - 31639,4.1,MPN/100,Belleville Pond - Lower,2019/10/18 00:00:00+00
255,WW03,1,"Nitrate + Nitrite, Dissolved - 00631",0.17,mg/l,Belleville Pond - Lower,2019/10/18 00:00:00+00
256,WW03,1,"Nitrogen, Ammonia Dissolved as N - 00608",0.045,mg/l,Belleville Pond - Lower,2019/10/18 00:00:00+00
257,WW03,1,"Nitrogen, Total (unfiltered) - 00600",0.57,mg/l,Belleville Pond - Lower,2019/10/18 00:00:00+00
258,WW03,1,pH - 00400,6.22,S.U.,Belleville Pond - Lower,2019/10/18 00:00:00+00
259,WW03,1,"Phosphorus, Dissolved - 00666",7,ug/l,Belleville Pond - Lower,2019/10/18 00:00:00+00
260,WW03,1,"Phosphorus, Total - 00665",17,ug/l,Belleville Pond - Lower,2019/10/18 00:00:00+00
261,WW03,,Secchi Depth - 00069,1.27,m,Belleville Pond - Lower,2019/10/18 00:00:00+00
262,WW03,0.1,Temperature - 00011,12.2,C,Belleville Pond - Lower,2019/10/18 00:00:00+00
263,WW03,1,Temperature - 00011,12.2,C,Belleville Pond - Lower,2019/10/18 00:00:00+00
264,WW04,,"Depth to bottom from water surface at sampling location, meters - 82903",1.2,m,Belleville Pond - Upper,2019/05/03 00:00:00+00
265,WW04,,Secchi Depth - 00069,0.98,m,Belleville Pond - Upper,2019/05/03 00:00:00+00
266,WW04,0.5,Temperature - 00011,12.3,C,Belleville Pond - Upper,2019/05/03 00:00:00+00
267,WW04,0.5,Alkalinity - 00410,15.11,mg/l,Belleville Pond - Upper,2019/05/11 00:00:00+00
268,WW04,0.5,Chloride - 00940,47,mg/l,Belleville Pond - Upper,2019/05/11 00:00:00+00
269,WW04,0.5,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",2.5,ug/l,Belleville Pond - Upper,2019/05/11 00:00:00+00
270,WW04,0.5,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",3.8,ug/l,Belleville Pond - Upper,2019/05/11 00:00:00+00
271,WW04,,"Depth to bottom from water surface at sampling location, meters - 82903",1.1,m,Belleville Pond - Upper,2019/05/11 00:00:00+00
272,WW04,0.5,Enterococci - 31639,0.1,MPN/100,Belleville Pond - Upper,2019/05/11 00:00:00+00
273,WW04,0.5,"Nitrate + Nitrite, Dissolved - 00631",0.415,mg/l,Belleville Pond - Upper,2019/05/11 00:00:00+00
274,WW04,0.5,"Nitrogen, Ammonia Dissolved as N - 00608",0.13,mg/l,Belleville Pond - Upper,2019/05/11 00:00:00+00
275,WW04,0.5,"Nitrogen, Total (unfiltered) - 00600",0.93,mg/l,Belleville Pond - Upper,2019/05/11 00:00:00+00
276,WW04,0.5,pH - 00400,6.69,S.U.,Belleville Pond - Upper,2019/05/11 00:00:00+00
277,WW04,0.5,"Phosphorus, Dissolved - 00666",9,ug/l,Belleville Pond - Upper,2019/05/11 00:00:00+00
278,WW04,0.5,"Phosphorus, Total - 00665",22,ug/l,Belleville Pond - Upper,2019/05/11 00:00:00+00
279,WW04,,Secchi Depth - 00069,0.88,m,Belleville Pond - Upper,2019/05/11 00:00:00+00
280,WW04,0.1,Temperature - 00011,16,C,Belleville Pond - Upper,2019/05/11 00:00:00+00
281,WW04,0.5,Temperature - 00011,16,C,Belleville Pond - Upper,2019/05/11 00:00:00+00
282,WW04,0.5,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",3.7,ug/l,Belleville Pond - Upper,2019/05/24 00:00:00+00
283,WW04,0.5,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",4.4,ug/l,Belleville Pond - Lower,2019/06/07 00:00:00+00
284,WW04,,"Depth to bottom from water surface at sampling location, meters - 82903",1.1,m,Belleville Pond - Lower,2019/06/07 00:00:00+00
285,WW04,,Secchi Depth - 00069,0.98,m,Belleville Pond - Lower,2019/06/07 00:00:00+00
286,WW04,0.1,Temperature - 00011,22.5,C,Belleville Pond - Lower,2019/06/07 00:00:00+00
287,WW04,0.5,Temperature - 00011,21.6,C,Belleville Pond - Lower,2019/06/07 00:00:00+00
288,WW04,,"Depth to bottom from water surface at sampling location, meters - 82903",1.2,m,Belleville Pond - Upper,2019/06/14 00:00:00+00
289,WW04,,Secchi Depth - 00069,0.95,m,Belleville Pond - Upper,2019/06/14 00:00:00+00
290,WW04,0.1,Temperature - 00011,19.7,C,Belleville Pond - Upper,2019/06/14 00:00:00+00
291,WW04,0.5,Temperature - 00011,19.7,C,Belleville Pond - Upper,2019/06/14 00:00:00+00
292,WW04,0.5,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",17.1,ug/l,Belleville Pond - Upper,2019/06/21 00:00:00+00
293,WW04,,"Depth to bottom from water surface at sampling location, meters - 82903",1.2,m,Belleville Pond - Upper,2019/06/21 00:00:00+00
294,WW04,,Secchi Depth - 00069,0.89,m,Belleville Pond - Upper,2019/06/21 00:00:00+00
295,WW04,0.1,Temperature - 00011,20.4,C,Belleville Pond - Upper,2019/06/21 00:00:00+00
296,WW04,0.5,Temperature - 00011,20.3,C,Belleville Pond - Upper,2019/06/21 00:00:00+00
297,WW04,,"Depth to bottom from water surface at sampling location, meters - 82903",1.2,m,Belleville Pond - Upper,2019/06/29 00:00:00+00
298,WW04,,Secchi Depth - 00069,0.75,m,Belleville Pond - Upper,2019/06/29 00:00:00+00
299,WW04,0.1,Temperature - 00011,24.5,C,Belleville Pond - Upper,2019/06/29 00:00:00+00
300,WW04,0.5,Temperature - 00011,24.1,C,Belleville Pond - Upper,2019/06/29 00:00:00+00
301,WW04,0.5,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",18.8,ug/l,Belleville Pond - Upper,2019/07/05 00:00:00+00
302,WW04,,"Depth to bottom from water surface at sampling location, meters - 82903",1.2,m,Belleville Pond - Upper,2019/07/05 00:00:00+00
303,WW04,,Secchi Depth - 00069,0.78,m,Belleville Pond - Upper,2019/07/05 00:00:00+00
304,WW04,0.1,Temperature - 00011,25.4,C,Belleville Pond - Upper,2019/07/05 00:00:00+00
305,WW04,0.5,Temperature - 00011,24.7,C,Belleville Pond - Upper,2019/07/05 00:00:00+00
306,WW04,,"Depth to bottom from water surface at sampling location, meters - 82903",1.3,m,Belleville Pond - Upper,2019/07/12 00:00:00+00
307,WW04,,Secchi Depth - 00069,0.95,m,Belleville Pond - Upper,2019/07/12 00:00:00+00
308,WW04,0.1,Temperature - 00011,25.4,C,Belleville Pond - Upper,2019/07/12 00:00:00+00
309,WW04,0.5,Temperature - 00011,24.9,C,Belleville Pond - Upper,2019/07/12 00:00:00+00
310,WW04,0.5,Alkalinity - 00410,15.74,mg/l,Belleville Pond - Upper,2019/07/20 00:00:00+00
311,WW04,0.5,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",23.4,ug/l,Belleville Pond - Upper,2019/07/20 00:00:00+00
312,WW04,,"Depth to bottom from water surface at sampling location, meters - 82903",1.1,m,Belleville Pond - Upper,2019/07/20 00:00:00+00
313,WW04,0.5,Enterococci - 31639,8,MPN/100,Belleville Pond - Upper,2019/07/20 00:00:00+00
314,WW04,0.5,"Nitrate + Nitrite, Dissolved - 00631",0.09,mg/l,Belleville Pond - Upper,2019/07/20 00:00:00+00
315,WW04,0.7,"Nitrogen, Ammonia Dissolved as N - 00608",0.025,mg/l,Belleville Pond - Upper,2019/07/20 00:00:00+00
316,WW04,0.5,"Nitrogen, Total (unfiltered) - 00600",0.92,mg/l,Belleville Pond - Upper,2019/07/20 00:00:00+00
317,WW04,0.5,pH - 00400,6.18,S.U.,Belleville Pond - Upper,2019/07/20 00:00:00+00
318,WW04,0.5,"Phosphorus, Dissolved - 00666",7,ug/l,Belleville Pond - Upper,2019/07/20 00:00:00+00
319,WW04,0.5,"Phosphorus, Total - 00665",55,ug/l,Belleville Pond - Upper,2019/07/20 00:00:00+00
320,WW04,,Secchi Depth - 00069,0.95,m,Belleville Pond - Upper,2019/07/20 00:00:00+00
321,WW04,0.1,Temperature - 00011,26.8,C,Belleville Pond - Upper,2019/07/20 00:00:00+00
322,WW04,0.5,Temperature - 00011,26.5,C,Belleville Pond - Upper,2019/07/20 00:00:00+00
323,WW04,,"Depth to bottom from water surface at sampling location, meters - 82903",1.2,m,Belleville Pond - Upper,2019/07/26 00:00:00+00
324,WW04,,Secchi Depth - 00069,,m,Belleville Pond - Upper,2019/07/26 00:00:00+00
325,WW04,0.1,Temperature - 00011,25,C,Belleville Pond - Upper,2019/07/26 00:00:00+00
326,WW04,0.5,Temperature - 00011,23.4,C,Belleville Pond - Upper,2019/07/26 00:00:00+00
327,WW04,0.5,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",23.2,ug/l,Belleville Pond - Upper,2019/08/05 00:00:00+00
328,WW04,,"Depth to bottom from water surface at sampling location, meters - 82903",1.2,m,Belleville Pond - Upper,2019/08/05 00:00:00+00
329,WW04,,Secchi Depth - 00069,,m,Belleville Pond - Upper,2019/08/05 00:00:00+00
330,WW04,0.1,Temperature - 00011,25.2,C,Belleville Pond - Upper,2019/08/05 00:00:00+00
331,WW04,0.5,Temperature - 00011,25.2,C,Belleville Pond - Upper,2019/08/05 00:00:00+00
332,WW04,0.5,Alkalinity - 00410,17.53,mg/l,Belleville Pond - Upper,2019/08/17 00:00:00+00
333,WW04,0.5,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",27.2,ug/l,Belleville Pond - Upper,2019/08/17 00:00:00+00
334,WW04,,"Depth to bottom from water surface at sampling location, meters - 82903",1.3,m,Belleville Pond - Upper,2019/08/17 00:00:00+00
335,WW04,0.5,Enterococci - 31639,22.3,MPN/100,Belleville Pond - Upper,2019/08/17 00:00:00+00
336,WW04,0.5,"Nitrate + Nitrite, Dissolved - 00631",0.0075,mg/l,Belleville Pond - Upper,2019/08/17 00:00:00+00
337,WW04,0.5,"Nitrogen, Ammonia Dissolved as N - 00608",0.185,mg/l,Belleville Pond - Upper,2019/08/17 00:00:00+00
338,WW04,0.5,"Nitrogen, Total (unfiltered) - 00600",0.545,mg/l,Belleville Pond - Upper,2019/08/17 00:00:00+00
339,WW04,0.5,pH - 00400,6.78,S.U.,Belleville Pond - Upper,2019/08/17 00:00:00+00
340,WW04,0.5,"Phosphorus, Dissolved - 00666",5,ug/l,Belleville Pond - Upper,2019/08/17 00:00:00+00
341,WW04,0.5,"Phosphorus, Total - 00665",17,ug/l,Belleville Pond - Upper,2019/08/17 00:00:00+00
342,WW04,,Secchi Depth - 00069,,m,Belleville Pond - Upper,2019/08/17 00:00:00+00
343,WW04,0.1,Temperature - 00011,26.5,C,Belleville Pond - Upper,2019/08/17 00:00:00+00
344,WW04,0.5,Temperature - 00011,25.4,C,Belleville Pond - Upper,2019/08/17 00:00:00+00
345,WW04,0.5,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",8.3,ug/l,Belleville Pond - Upper,2019/08/31 00:00:00+00
346,WW04,,"Depth to bottom from water surface at sampling location, meters - 82903",1.2,m,Belleville Pond - Upper,2019/08/31 00:00:00+00
347,WW04,,Secchi Depth - 00069,,m,Belleville Pond - Upper,2019/08/31 00:00:00+00
348,WW04,0.1,Temperature - 00011,22.7,C,Belleville Pond - Upper,2019/08/31 00:00:00+00
349,WW04,0.5,Temperature - 00011,22.3,C,Belleville Pond - Upper,2019/08/31 00:00:00+00
350,WW04,,"Depth to bottom from water surface at sampling location, meters - 82903",1.1,m,Belleville Pond - Upper,2019/09/06 00:00:00+00
351,WW04,,Secchi Depth - 00069,,m,Belleville Pond - Upper,2019/09/06 00:00:00+00
352,WW04,0.1,Temperature - 00011,20.4,C,Belleville Pond - Upper,2019/09/06 00:00:00+00
353,WW04,0.5,Temperature - 00011,20.3,C,Belleville Pond - Upper,2019/09/06 00:00:00+00
354,WW04,0.5,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",4.9,ug/l,Belleville Pond - Upper,2019/09/13 00:00:00+00
355,WW04,,"Depth to bottom from water surface at sampling location, meters - 82903",1.2,m,Belleville Pond - Upper,2019/09/13 00:00:00+00
356,WW04,,Secchi Depth - 00069,,m,Belleville Pond - Upper,2019/09/13 00:00:00+00
357,WW04,0.1,Temperature - 00011,19.2,C,Belleville Pond - Upper,2019/09/13 00:00:00+00
358,WW04,0.5,Temperature - 00011,18.4,C,Belleville Pond - Upper,2019/09/13 00:00:00+00
359,WW04,,"Depth to bottom from water surface at sampling location, meters - 82903",1.25,m,Belleville Pond - Upper,2019/09/17 00:00:00+00
360,WW04,,Secchi Depth - 00069,,m,Belleville Pond - Upper,2019/09/17 00:00:00+00
361,WW04,0.1,Temperature - 00011,19.7,C,Belleville Pond - Upper,2019/09/17 00:00:00+00
362,WW04,0.5,Temperature - 00011,19.7,C,Belleville Pond - Upper,2019/09/17 00:00:00+00
363,WW04,0.5,Alkalinity - 00410,17.38,mg/l,Belleville Pond - Upper,2019/09/21 00:00:00+00
364,WW04,0.5,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",5.6,ug/l,Belleville Pond - Upper,2019/09/21 00:00:00+00
365,WW04,,"Depth to bottom from water surface at sampling location, meters - 82903",1.2,m,Belleville Pond - Upper,2019/09/21 00:00:00+00
366,WW04,0.5,Enterococci - 31639,1,MPN/100,Belleville Pond - Upper,2019/09/21 00:00:00+00
367,WW04,0.5,"Nitrate + Nitrite, Dissolved - 00631",0.215,mg/l,Belleville Pond - Upper,2019/09/21 00:00:00+00
368,WW04,0.5,"Nitrogen, Ammonia Dissolved as N - 00608",0.04,mg/l,Belleville Pond - Upper,2019/09/21 00:00:00+00
369,WW04,0.5,"Nitrogen, Total (unfiltered) - 00600",0.755,mg/l,Belleville Pond - Upper,2019/09/21 00:00:00+00
370,WW04,0.5,pH - 00400,6.4,S.U.,Belleville Pond - Upper,2019/09/21 00:00:00+00
371,WW04,0.5,"Phosphorus, Dissolved - 00666",10,ug/l,Belleville Pond - Upper,2019/09/21 00:00:00+00
372,WW04,0.5,"Phosphorus, Total - 00665",43,ug/l,Belleville Pond - Upper,2019/09/21 00:00:00+00
373,WW04,,Secchi Depth - 00069,,m,Belleville Pond - Upper,2019/09/21 00:00:00+00
374,WW04,0.1,Temperature - 00011,19.1,C,Belleville Pond - Upper,2019/09/21 00:00:00+00
375,WW04,0.5,Temperature - 00011,18.1,C,Belleville Pond - Upper,2019/09/21 00:00:00+00
376,WW04,,"Depth to bottom from water surface at sampling location, meters - 82903",1.2,m,Belleville Pond - Upper,2019/09/27 00:00:00+00
377,WW04,,Secchi Depth - 00069,,m,Belleville Pond - Upper,2019/09/27 00:00:00+00
378,WW04,0.1,Temperature - 00011,19.7,C,Belleville Pond - Upper,2019/09/27 00:00:00+00
379,WW04,0.5,Temperature - 00011,19.7,C,Belleville Pond - Upper,2019/09/27 00:00:00+00
380,WW04,0.5,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",6,ug/l,Belleville Pond - Upper,2019/10/05 00:00:00+00
381,WW04,,"Depth to bottom from water surface at sampling location, meters - 82903",1.2,m,Belleville Pond - Upper,2019/10/05 00:00:00+00
382,WW04,,Secchi Depth - 00069,,m,Belleville Pond - Upper,2019/10/05 00:00:00+00
383,WW04,0.1,Temperature - 00011,14.4,C,Belleville Pond - Upper,2019/10/05 00:00:00+00
384,WW04,0.5,Temperature - 00011,14.3,C,Belleville Pond - Upper,2019/10/05 00:00:00+00
385,WW04,0.5,Alkalinity - 00410,15,mg/l,Belleville Pond - Upper,2019/10/18 00:00:00+00
386,WW04,0.5,Chloride - 00940,47,mg/l,Belleville Pond - Upper,2019/10/18 00:00:00+00
387,WW04,0.5,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",3.6,ug/l,Belleville Pond - Upper,2019/10/18 00:00:00+00
388,WW04,,"Depth to bottom from water surface at sampling location, meters - 82903",1.2,m,Belleville Pond - Upper,2019/10/18 00:00:00+00
389,WW04,0.5,Enterococci - 31639,0.1,MPN/100,Belleville Pond - Upper,2019/10/18 00:00:00+00
390,WW04,0.5,"Nitrate + Nitrite, Dissolved - 00631",0.245,mg/l,Belleville Pond - Upper,2019/10/18 00:00:00+00
391,WW04,0.5,"Nitrogen, Ammonia Dissolved as N - 00608",0.03,mg/l,Belleville Pond - Upper,2019/10/18 00:00:00+00
392,WW04,0.5,"Nitrogen, Total (unfiltered) - 00600",0.545,mg/l,Belleville Pond - Upper,2019/10/18 00:00:00+00
393,WW04,0.5,pH - 00400,6.22,S.U.,Belleville Pond - Upper,2019/10/18 00:00:00+00
394,WW04,0.5,"Phosphorus, Dissolved - 00666",7,ug/l,Belleville Pond - Upper,2019/10/18 00:00:00+00
395,WW04,0.5,"Phosphorus, Total - 00665",19,ug/l,Belleville Pond - Upper,2019/10/18 00:00:00+00
396,WW04,,Secchi Depth - 00069,,m,Belleville Pond - Upper,2019/10/18 00:00:00+00
397,WW04,0.1,Temperature - 00011,12,C,Belleville Pond - Upper,2019/10/18 00:00:00+00
398,WW04,0.5,Temperature - 00011,12,C,Belleville Pond - Upper,2019/10/18 00:00:00+00
399,WW05,1,Alkalinity - 00410,29.35,mg/l,Blackamore Pond,2019/05/11 00:00:00+00
400,WW05,1,Chloride - 00940,125,mg/l,Blackamore Pond,2019/05/11 00:00:00+00
401,WW05,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",3.1,ug/l,Blackamore Pond,2019/05/11 00:00:00+00
402,WW05,,"Depth to bottom from water surface at sampling location, meters - 82903",4.4,m,Blackamore Pond,2019/05/11 00:00:00+00
403,WW05,0.5,Enterococci - 31639,0.1,MPN/100,Blackamore Pond,2019/05/11 00:00:00+00
404,WW05,0.5,Enterococci - 31639,1,MPN/100,Blackamore Pond,2019/05/11 00:00:00+00
405,WW05,1,"Nitrate + Nitrite, Dissolved - 00631",1.11,mg/l,Blackamore Pond,2019/05/11 00:00:00+00
406,WW05,1,"Nitrogen, Ammonia Dissolved as N - 00608",0.22,mg/l,Blackamore Pond,2019/05/11 00:00:00+00
407,WW05,1,"Nitrogen, Total (unfiltered) - 00600",1.69,mg/l,Blackamore Pond,2019/05/11 00:00:00+00
408,WW05,1,pH - 00400,6.81,S.U.,Blackamore Pond,2019/05/11 00:00:00+00
409,WW05,1,"Phosphorus, Dissolved - 00666",5,ug/l,Blackamore Pond,2019/05/11 00:00:00+00
410,WW05,1,"Phosphorus, Total - 00665",22,ug/l,Blackamore Pond,2019/05/11 00:00:00+00
411,WW05,,Secchi Depth - 00069,3.51,m,Blackamore Pond,2019/05/11 00:00:00+00
412,WW05,1,Temperature - 00011,17,C,Blackamore Pond,2019/05/11 00:00:00+00
413,WW05,,"Depth to bottom from water surface at sampling location, meters - 82903",4.2,m,Blackamore Pond,2019/05/18 00:00:00+00
414,WW05,,Secchi Depth - 00069,1.98,m,Blackamore Pond,2019/05/18 00:00:00+00
415,WW05,1,Temperature - 00011,17,C,Blackamore Pond,2019/05/18 00:00:00+00
416,WW05,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",6.9,ug/l,Blackamore Pond,2019/05/26 00:00:00+00
417,WW05,,"Depth to bottom from water surface at sampling location, meters - 82903",4.25,m,Blackamore Pond,2019/05/26 00:00:00+00
418,WW05,,Secchi Depth - 00069,1.73,m,Blackamore Pond,2019/05/26 00:00:00+00
419,WW05,1,Temperature - 00011,22,C,Blackamore Pond,2019/05/26 00:00:00+00
420,WW05,,"Depth to bottom from water surface at sampling location, meters - 82903",4.25,m,Blackamore Pond,2019/06/02 00:00:00+00
421,WW05,,Secchi Depth - 00069,1.99,m,Blackamore Pond,2019/06/02 00:00:00+00
422,WW05,1,Temperature - 00011,22,C,Blackamore Pond,2019/06/02 00:00:00+00
423,WW05,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",1.3,ug/l,Blackamore Pond,2019/06/08 00:00:00+00
424,WW05,,"Depth to bottom from water surface at sampling location, meters - 82903",4.25,m,Blackamore Pond,2019/06/08 00:00:00+00
425,WW05,,Secchi Depth - 00069,3.16,m,Blackamore Pond,2019/06/08 00:00:00+00
426,WW05,1,Temperature - 00011,23,C,Blackamore Pond,2019/06/08 00:00:00+00
427,WW05,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",4.4,ug/l,Blackamore Pond,2019/06/23 00:00:00+00
428,WW05,,Secchi Depth - 00069,3.74,m,Blackamore Pond,2019/06/23 00:00:00+00
429,WW05,1,Temperature - 00011,23,C,Blackamore Pond,2019/06/23 00:00:00+00
430,WW05,,"Depth to bottom from water surface at sampling location, meters - 82903",4.25,m,Blackamore Pond,2019/06/29 00:00:00+00
431,WW05,,Secchi Depth - 00069,2.07,m,Blackamore Pond,2019/06/29 00:00:00+00
432,WW05,1,Temperature - 00011,26,C,Blackamore Pond,2019/06/29 00:00:00+00
433,WW05,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",7.9,ug/l,Blackamore Pond,2019/07/07 00:00:00+00
434,WW05,,"Depth to bottom from water surface at sampling location, meters - 82903",4.25,m,Blackamore Pond,2019/07/07 00:00:00+00
435,WW05,,Secchi Depth - 00069,2.02,m,Blackamore Pond,2019/07/07 00:00:00+00
436,WW05,1,Temperature - 00011,25,C,Blackamore Pond,2019/07/07 00:00:00+00
437,WW05,,"Depth to bottom from water surface at sampling location, meters - 82903",4.3,m,Blackamore Pond,2019/07/16 00:00:00+00
438,WW05,,Secchi Depth - 00069,1.66,m,Blackamore Pond,2019/07/16 00:00:00+00
439,WW05,1,Alkalinity - 00410,33.18,mg/l,Blackamore Pond,2019/07/20 00:00:00+00
440,WW05,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",8.6,ug/l,Blackamore Pond,2019/07/20 00:00:00+00
441,WW05,,"Depth to bottom from water surface at sampling location, meters - 82903",4.25,m,Blackamore Pond,2019/07/20 00:00:00+00
442,WW05,0.5,Enterococci - 31639,2,MPN/100,Blackamore Pond,2019/07/20 00:00:00+00
443,WW05,1,"Nitrate + Nitrite, Dissolved - 00631",0.49,mg/l,Blackamore Pond,2019/07/20 00:00:00+00
444,WW05,1,"Nitrogen, Ammonia Dissolved as N - 00608",0.035,mg/l,Blackamore Pond,2019/07/20 00:00:00+00
445,WW05,1,"Nitrogen, Total (unfiltered) - 00600",0.97,mg/l,Blackamore Pond,2019/07/20 00:00:00+00
446,WW05,1,pH - 00400,6.35,S.U.,Blackamore Pond,2019/07/20 00:00:00+00
447,WW05,1,"Phosphorus, Dissolved - 00666",7,ug/l,Blackamore Pond,2019/07/20 00:00:00+00
448,WW05,1,"Phosphorus, Total - 00665",28,ug/l,Blackamore Pond,2019/07/20 00:00:00+00
449,WW05,,Secchi Depth - 00069,2,m,Blackamore Pond,2019/07/20 00:00:00+00
450,WW05,1,Temperature - 00011,29,C,Blackamore Pond,2019/07/20 00:00:00+00
451,WW05,,"Depth to bottom from water surface at sampling location, meters - 82903",4.2,m,Blackamore Pond,2019/07/30 00:00:00+00
452,WW05,,Secchi Depth - 00069,0.96,m,Blackamore Pond,2019/07/30 00:00:00+00
453,WW05,1,Temperature - 00011,30,C,Blackamore Pond,2019/07/30 00:00:00+00
454,WW05,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",59.5,ug/l,Blackamore Pond,2019/08/03 00:00:00+00
455,WW05,,"Depth to bottom from water surface at sampling location, meters - 82903",4.2,m,Blackamore Pond,2019/08/03 00:00:00+00
456,WW05,,Secchi Depth - 00069,0.75,m,Blackamore Pond,2019/08/03 00:00:00+00
457,WW05,1,Temperature - 00011,29,C,Blackamore Pond,2019/08/03 00:00:00+00
458,WW05,,Secchi Depth - 00069,0.74,m,Blackamore Pond,2019/08/11 00:00:00+00
459,WW05,1,Temperature - 00011,27,C,Blackamore Pond,2019/08/11 00:00:00+00
460,WW05,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",55.1,ug/l,Blackamore Pond,2019/08/25 00:00:00+00
