OBJECTID,Station_Name,Depth,Parameter,Concentration,Unit,Monitoring_Location,Date_of_Sample
281,WW42,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",2.7,ug/l,,2018/10/13 00:00:00+00
282,WW42,,"Depth to bottom from water surface at sampling location, meters - 82903",2.5,,,2018/10/13 00:00:00+00
283,WW42,,Secchi Depth - 00069,2.5,,,2018/10/13 00:00:00+00
284,WW42,0.1,Temperature - 00011,15.5,C,,2018/10/13 00:00:00+00
285,WW42,1,Temperature - 00011,15.5,C,,2018/10/13 00:00:00+00
286,WW42,1,Alkalinity - 00410,18.57,mg/l,,2018/10/18 00:00:00+00
287,WW42,1,Chloride - 00940,25,mg/l,,2018/10/18 00:00:00+00
288,WW42,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",1.4,ug/l,,2018/10/18 00:00:00+00
289,WW42,,"Depth to bottom from water surface at sampling location, meters - 82903",2.5,,,2018/10/18 00:00:00+00
290,WW42,0.5,Enterococci - 31639,5.2,MPN/100ml,,2018/10/18 00:00:00+00
291,WW42,1,"Nitrate + Nitrite, Dissolved - 00631",0.36,mg/l,,2018/10/18 00:00:00+00
292,WW42,1,"Nitrogen, Ammonia Dissolved as N - 00608",0.05,ug/l,,2018/10/18 00:00:00+00
293,WW42,1,"Nitrogen, Total (unfiltered) - 00600",0.825,ug/l,,2018/10/18 00:00:00+00
294,WW42,1,pH - 00400,6.84,S.U.,,2018/10/18 00:00:00+00
295,WW42,1,"Phosphorus, Dissolved - 00666",8,ug/l,,2018/10/18 00:00:00+00
296,WW42,1,"Phosphorus, Total - 00665",11,ug/l,,2018/10/18 00:00:00+00
297,WW42,,Secchi Depth - 00069,2.5,,,2018/10/18 00:00:00+00
298,WW42,0.1,Temperature - 00011,13.1,C,,2018/10/18 00:00:00+00
299,WW42,1,Temperature - 00011,13.1,C,,2018/10/18 00:00:00+00
300,WW513,0.16,Chloride - 00940,21,mg/l,,2018/05/05 00:00:00+00
301,WW513,,"Depth to bottom from water surface at sampling location, meters - 82903",0.32,,,2018/05/05 00:00:00+00
302,WW513,0.16,Dissolved Oxygen - 00300,8.7,mg/l,,2018/05/05 00:00:00+00
303,WW513,0.16,Enterococci - 31639,0.1,MPN/100ml,,2018/05/05 00:00:00+00
304,WW513,0.16,"Nitrate + Nitrite, Dissolved - 00631",2.165,mg/l,,2018/05/05 00:00:00+00
305,WW513,0.16,"Nitrogen, Ammonia Dissolved as N - 00608",0.0075,ug/l,,2018/05/05 00:00:00+00
306,WW513,0.16,"Nitrogen, Total (unfiltered) - 00600",2.345,ug/l,,2018/05/05 00:00:00+00
307,WW513,0.16,pH - 00400,6.8,S.U.,,2018/05/05 00:00:00+00
308,WW513,0.16,pH - 00400,6.75,S.U.,,2018/05/05 00:00:00+00
309,WW513,0.16,"Phosphorus, Dissolved - 00666",2,ug/l,,2018/05/05 00:00:00+00
310,WW513,0.16,"Phosphorus, Total - 00665",5,ug/l,,2018/05/05 00:00:00+00
311,WW513,0.16,Temperature - 00011,12.4,C,,2018/05/05 00:00:00+00
312,WW513,0.15,Chloride - 00940,21,mg/l,,2018/06/09 00:00:00+00
313,WW513,,"Depth to bottom from water surface at sampling location, meters - 82903",0.31,,,2018/06/09 00:00:00+00
314,WW513,0.15,Dissolved Oxygen - 00300,9,mg/l,,2018/06/09 00:00:00+00
315,WW513,0.15,Enterococci - 31639,6.3,MPN/100ml,,2018/06/09 00:00:00+00
316,WW513,0.15,"Nitrate + Nitrite, Dissolved - 00631",2.61,mg/l,,2018/06/09 00:00:00+00
317,WW513,0.15,"Nitrogen, Ammonia Dissolved as N - 00608",0.035,ug/l,,2018/06/09 00:00:00+00
318,WW513,0.15,"Nitrogen, Total (unfiltered) - 00600",2.855,ug/l,,2018/06/09 00:00:00+00
319,WW513,0.15,pH - 00400,6.79,S.U.,,2018/06/09 00:00:00+00
320,WW513,0.15,"Phosphorus, Dissolved - 00666",12,ug/l,,2018/06/09 00:00:00+00
321,WW513,0.15,"Phosphorus, Total - 00665",16,ug/l,,2018/06/09 00:00:00+00
322,WW513,0.15,Temperature - 00011,13,C,,2018/06/09 00:00:00+00
323,WW513,,"Depth to bottom from water surface at sampling location, meters - 82903",0.35,,,2018/07/12 00:00:00+00
324,WW513,0.15,Dissolved Oxygen - 00300,8.9,mg/l,,2018/07/12 00:00:00+00
325,WW513,0.15,Enterococci - 31639,83.6,MPN/100ml,,2018/07/12 00:00:00+00
326,WW513,0.15,"Nitrate + Nitrite, Dissolved - 00631",2.82,mg/l,,2018/07/12 00:00:00+00
327,WW513,0.15,"Nitrogen, Ammonia Dissolved as N - 00608",0.05,ug/l,,2018/07/12 00:00:00+00
328,WW513,0.15,"Nitrogen, Total (unfiltered) - 00600",2.945,ug/l,,2018/07/12 00:00:00+00
329,WW513,0.15,pH - 00400,7.34,S.U.,,2018/07/12 00:00:00+00
330,WW513,0.15,"Phosphorus, Dissolved - 00666",8,ug/l,,2018/07/12 00:00:00+00
331,WW513,0.15,"Phosphorus, Total - 00665",15,ug/l,,2018/07/12 00:00:00+00
332,WW513,0.17,Chloride - 00940,21,mg/l,,2018/08/18 00:00:00+00
333,WW513,0.17,Dissolved Oxygen - 00300,8.4,mg/l,,2018/08/18 00:00:00+00
334,WW513,0.17,Enterococci - 31639,497.8,MPN/100ml,,2018/08/18 00:00:00+00
335,WW513,0.17,"Nitrate + Nitrite, Dissolved - 00631",2.41,mg/l,,2018/08/18 00:00:00+00
336,WW513,0.17,"Nitrogen, Ammonia Dissolved as N - 00608",0.025,ug/l,,2018/08/18 00:00:00+00
337,WW513,0.17,"Nitrogen, Total (unfiltered) - 00600",2.56,ug/l,,2018/08/18 00:00:00+00
338,WW513,0.17,pH - 00400,6.66,S.U.,,2018/08/18 00:00:00+00
339,WW513,0.17,pH - 00400,6.66,S.U.,,2018/08/18 00:00:00+00
340,WW513,0.17,"Phosphorus, Dissolved - 00666",7,ug/l,,2018/08/18 00:00:00+00
341,WW513,0.17,"Phosphorus, Total - 00665",12,ug/l,,2018/08/18 00:00:00+00
342,WW513,0.17,Temperature - 00011,16.1,C,,2018/08/18 00:00:00+00
343,WW513,0.17,Dissolved Oxygen - 00300,8.4,mg/l,,2018/09/15 00:00:00+00
344,WW513,0.17,Enterococci - 31639,52.4,MPN/100ml,,2018/09/15 00:00:00+00
345,WW513,0.17,"Nitrate + Nitrite, Dissolved - 00631",2.125,mg/l,,2018/09/15 00:00:00+00
346,WW513,0.17,"Nitrogen, Ammonia Dissolved as N - 00608",0.02,ug/l,,2018/09/15 00:00:00+00
347,WW513,0.17,"Nitrogen, Total (unfiltered) - 00600",2.13,ug/l,,2018/09/15 00:00:00+00
348,WW513,0.17,pH - 00400,6.54,S.U.,,2018/09/15 00:00:00+00
349,WW513,0.17,"Phosphorus, Dissolved - 00666",8.5,ug/l,,2018/09/15 00:00:00+00
350,WW513,0.17,"Phosphorus, Total - 00665",19,ug/l,,2018/09/15 00:00:00+00
351,WW513,0.1,Temperature - 00011,14.5,C,,2018/09/15 00:00:00+00
352,WW513,0.17,Temperature - 00011,14.5,C,,2018/09/15 00:00:00+00
353,WW513,0.15,Chloride - 00940,22,mg/l,,2018/10/31 00:00:00+00
354,WW513,0.15,Dissolved Oxygen - 00300,8.9,mg/l,,2018/10/31 00:00:00+00
355,WW513,0.15,Enterococci - 31639,21.6,MPN/100ml,,2018/10/31 00:00:00+00
356,WW513,0.15,"Nitrate + Nitrite, Dissolved - 00631",1.775,mg/l,,2018/10/31 00:00:00+00
357,WW513,0.15,"Nitrogen, Ammonia Dissolved as N - 00608",0.0075,ug/l,,2018/10/31 00:00:00+00
358,WW513,0.15,"Nitrogen, Total (unfiltered) - 00600",2.325,ug/l,,2018/10/31 00:00:00+00
359,WW513,0.15,pH - 00400,6.29,S.U.,,2018/10/31 00:00:00+00
360,WW513,0.15,"Phosphorus, Dissolved - 00666",5,ug/l,,2018/10/31 00:00:00+00
361,WW513,0.15,"Phosphorus, Total - 00665",7,ug/l,,2018/10/31 00:00:00+00
362,WW513,0.15,Temperature - 00011,6.4,C,,2018/10/31 00:00:00+00
363,WW127,0.2,Enterococci - 31639,1299.7,MPN/100ml,,2018/07/12 00:00:00+00
364,WW127,0.2,"Nitrate + Nitrite, Dissolved - 00631",0.055,mg/l,,2018/07/12 00:00:00+00
365,WW127,0.2,"Nitrogen, Ammonia Dissolved as N - 00608",0.045,ug/l,,2018/07/12 00:00:00+00
366,WW127,0.2,"Nitrogen, Total (unfiltered) - 00600",0.44,ug/l,,2018/07/12 00:00:00+00
367,WW127,0.2,pH - 00400,6.79,S.U.,,2018/07/12 00:00:00+00
368,WW127,0.2,"Phosphorus, Dissolved - 00666",9,ug/l,,2018/07/12 00:00:00+00
369,WW127,0.2,"Phosphorus, Total - 00665",14,ug/l,,2018/07/12 00:00:00+00
370,WW127,0.2,Enterococci - 31639,40.2,MPN/100ml,,2018/09/14 00:00:00+00
371,WW127,0.2,Enterococci - 31639,4,MPN/100ml,,2018/09/14 00:00:00+00
372,WW127,0.2,"Nitrate + Nitrite, Dissolved - 00631",0.0075,mg/l,,2018/09/14 00:00:00+00
373,WW127,0.2,"Nitrogen, Ammonia Dissolved as N - 00608",0.03,ug/l,,2018/09/14 00:00:00+00
374,WW127,0.2,"Nitrogen, Total (unfiltered) - 00600",0.52,ug/l,,2018/09/14 00:00:00+00
375,WW127,0.2,pH - 00400,6.7,S.U.,,2018/09/14 00:00:00+00
376,WW127,0.2,"Phosphorus, Dissolved - 00666",6,ug/l,,2018/09/14 00:00:00+00
377,WW127,0.2,"Phosphorus, Total - 00665",30,ug/l,,2018/09/14 00:00:00+00
378,WW128,0.2,Enterococci - 31639,138.6,MPN/100ml,,2018/07/12 00:00:00+00
379,WW128,0.2,"Nitrate + Nitrite, Dissolved - 00631",0.21,mg/l,,2018/07/12 00:00:00+00
380,WW128,0.2,"Nitrogen, Ammonia Dissolved as N - 00608",0.08,ug/l,,2018/07/12 00:00:00+00
381,WW128,0.2,"Nitrogen, Total (unfiltered) - 00600",0.405,ug/l,,2018/07/12 00:00:00+00
382,WW128,0.2,pH - 00400,7.32,S.U.,,2018/07/12 00:00:00+00
383,WW128,0.2,"Phosphorus, Dissolved - 00666",11,ug/l,,2018/07/12 00:00:00+00
384,WW128,0.2,"Phosphorus, Total - 00665",16,ug/l,,2018/07/12 00:00:00+00
385,WW128,0.2,Enterococci - 31639,296.6,MPN/100ml,,2018/09/14 00:00:00+00
386,WW128,0.2,"Nitrate + Nitrite, Dissolved - 00631",0.135,mg/l,,2018/09/14 00:00:00+00
387,WW128,0.2,"Nitrogen, Ammonia Dissolved as N - 00608",0.02,ug/l,,2018/09/14 00:00:00+00
388,WW128,0.2,"Nitrogen, Total (unfiltered) - 00600",0.405,ug/l,,2018/09/14 00:00:00+00
389,WW128,0.2,pH - 00400,6.79,S.U.,,2018/09/14 00:00:00+00
390,WW128,0.2,"Phosphorus, Dissolved - 00666",12,ug/l,,2018/09/14 00:00:00+00
391,WW128,0.2,"Phosphorus, Total - 00665",21,ug/l,,2018/09/14 00:00:00+00
392,WW19,1,Alkalinity - 00410,4.763,mg/l,,2018/04/23 00:00:00+00
393,WW19,1,Alkalinity - 00410,3.635,mg/l,,2018/04/23 00:00:00+00
394,WW19,1,Chloride - 00940,29,mg/l,,2018/04/23 00:00:00+00
395,WW19,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",4.4,ug/l,,2018/04/23 00:00:00+00
396,WW19,,"Depth to bottom from water surface at sampling location, meters - 82903",4,,,2018/04/23 00:00:00+00
397,WW19,1,"Nitrate + Nitrite, Dissolved - 00631",0.105,mg/l,,2018/04/23 00:00:00+00
398,WW19,1,"Nitrogen, Ammonia Dissolved as N - 00608",0.0075,ug/l,,2018/04/23 00:00:00+00
399,WW19,1,"Nitrogen, Total (unfiltered) - 00600",0.37,ug/l,,2018/04/23 00:00:00+00
400,WW19,1,pH - 00400,6.5,S.U.,,2018/04/23 00:00:00+00
401,WW19,1,pH - 00400,6.5,S.U.,,2018/04/23 00:00:00+00
402,WW19,1,"Phosphorus, Dissolved - 00666",4,ug/l,,2018/04/23 00:00:00+00
403,WW19,1,"Phosphorus, Total - 00665",10,ug/l,,2018/04/23 00:00:00+00
404,WW19,,Secchi Depth - 00069,3.72,,,2018/04/23 00:00:00+00
405,WW19,0.1,Temperature - 00011,14.5,C,,2018/04/23 00:00:00+00
406,WW19,1,Temperature - 00011,11.2,C,,2018/04/23 00:00:00+00
407,WW19,0.5,Enterococci - 31639,2,MPN/100ml,,2018/04/24 00:00:00+00
408,WW19,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",1.5,ug/l,,2018/05/08 00:00:00+00
409,WW19,,"Depth to bottom from water surface at sampling location, meters - 82903",3.6,,,2018/05/08 00:00:00+00
410,WW19,,Secchi Depth - 00069,2.85,,,2018/05/08 00:00:00+00
411,WW19,0.1,Temperature - 00011,21.4,C,,2018/05/08 00:00:00+00
412,WW19,1,Temperature - 00011,19.8,C,,2018/05/08 00:00:00+00
413,WW19,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",1.6,ug/l,,2018/05/16 00:00:00+00
414,WW19,,"Depth to bottom from water surface at sampling location, meters - 82903",3.5,,,2018/05/16 00:00:00+00
415,WW19,,Secchi Depth - 00069,2.36,,,2018/05/16 00:00:00+00
416,WW19,0.1,Temperature - 00011,20.4,C,,2018/05/16 00:00:00+00
417,WW19,1,Temperature - 00011,19.6,C,,2018/05/16 00:00:00+00
418,WW19,,"Depth to bottom from water surface at sampling location, meters - 82903",3.9,,,2018/05/21 00:00:00+00
419,WW19,,Secchi Depth - 00069,2.15,,,2018/05/21 00:00:00+00
420,WW19,0.1,Temperature - 00011,21.8,C,,2018/05/21 00:00:00+00
421,WW19,1,Temperature - 00011,21.1,C,,2018/05/21 00:00:00+00
422,WW19,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",4.6,ug/l,,2018/05/31 00:00:00+00
423,WW19,,"Depth to bottom from water surface at sampling location, meters - 82903",3.8,,,2018/05/31 00:00:00+00
424,WW19,,Secchi Depth - 00069,1.98,,,2018/05/31 00:00:00+00
425,WW19,0.1,Temperature - 00011,23.4,C,,2018/05/31 00:00:00+00
426,WW19,1,Temperature - 00011,22.2,C,,2018/05/31 00:00:00+00
427,WW19,,"Depth to bottom from water surface at sampling location, meters - 82903",3.8,,,2018/06/06 00:00:00+00
428,WW19,,Secchi Depth - 00069,1.95,,,2018/06/06 00:00:00+00
429,WW19,0.1,Temperature - 00011,20.7,C,,2018/06/06 00:00:00+00
430,WW19,1,Temperature - 00011,20.5,C,,2018/06/06 00:00:00+00
431,WW19,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",9.3,ug/l,,2018/06/11 00:00:00+00
432,WW19,,"Depth to bottom from water surface at sampling location, meters - 82903",3.5,,,2018/06/11 00:00:00+00
433,WW19,,Secchi Depth - 00069,1.8,,,2018/06/11 00:00:00+00
434,WW19,0.1,Temperature - 00011,22.3,C,,2018/06/11 00:00:00+00
435,WW19,1,Temperature - 00011,22.1,C,,2018/06/11 00:00:00+00
436,WW19,,"Depth to bottom from water surface at sampling location, meters - 82903",3.5,,,2018/06/20 00:00:00+00
437,WW19,,Secchi Depth - 00069,1.79,,,2018/06/20 00:00:00+00
438,WW19,0.1,Temperature - 00011,26.5,C,,2018/06/20 00:00:00+00
439,WW19,1,Temperature - 00011,26.5,C,,2018/06/20 00:00:00+00
440,WW19,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",11.2,ug/l,,2018/06/25 00:00:00+00
441,WW19,,"Depth to bottom from water surface at sampling location, meters - 82903",3.9,,,2018/06/25 00:00:00+00
442,WW19,,Secchi Depth - 00069,1.8,,,2018/06/25 00:00:00+00
443,WW19,0.1,Temperature - 00011,23.7,C,,2018/06/25 00:00:00+00
444,WW19,1,Temperature - 00011,23.6,C,,2018/06/25 00:00:00+00
445,WW19,,"Depth to bottom from water surface at sampling location, meters - 82903",3.4,,,2018/07/02 00:00:00+00
446,WW19,,Secchi Depth - 00069,1.8,,,2018/07/02 00:00:00+00
447,WW19,0.1,Temperature - 00011,30.2,C,,2018/07/02 00:00:00+00
448,WW19,1,Temperature - 00011,30.1,C,,2018/07/02 00:00:00+00
449,WW19,1,Alkalinity - 00410,6.31,mg/l,,2018/07/12 00:00:00+00
450,WW19,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",7.3,ug/l,,2018/07/12 00:00:00+00
451,WW19,,"Depth to bottom from water surface at sampling location, meters - 82903",3.4,,,2018/07/12 00:00:00+00
452,WW19,1,"Nitrate + Nitrite, Dissolved - 00631",0.0075,mg/l,,2018/07/12 00:00:00+00
453,WW19,1,"Nitrogen, Ammonia Dissolved as N - 00608",0.03,ug/l,,2018/07/12 00:00:00+00
454,WW19,1,"Nitrogen, Total (unfiltered) - 00600",0.3425,ug/l,,2018/07/12 00:00:00+00
455,WW19,1,pH - 00400,6.79,S.U.,,2018/07/12 00:00:00+00
456,WW19,1,"Phosphorus, Dissolved - 00666",9,ug/l,,2018/07/12 00:00:00+00
457,WW19,1,"Phosphorus, Total - 00665",18,ug/l,,2018/07/12 00:00:00+00
458,WW19,,Secchi Depth - 00069,1.8,,,2018/07/12 00:00:00+00
459,WW19,0.1,Temperature - 00011,27.3,C,,2018/07/12 00:00:00+00
460,WW19,1,Temperature - 00011,26.9,C,,2018/07/12 00:00:00+00
461,WW19,0.5,Enterococci - 31639,4.2,MPN/100ml,,2018/07/13 00:00:00+00
462,WW19,,"Depth to bottom from water surface at sampling location, meters - 82903",3.4,,,2018/07/18 00:00:00+00
463,WW19,,Secchi Depth - 00069,2.02,,,2018/07/18 00:00:00+00
464,WW19,0.1,Temperature - 00011,30.1,C,,2018/07/18 00:00:00+00
465,WW19,1,Temperature - 00011,30,C,,2018/07/18 00:00:00+00
466,WW19,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",3.5,ug/l,,2018/07/24 00:00:00+00
467,WW19,,"Depth to bottom from water surface at sampling location, meters - 82903",3.4,,,2018/07/24 00:00:00+00
468,WW19,,Secchi Depth - 00069,2.14,,,2018/07/24 00:00:00+00
469,WW19,0.1,Temperature - 00011,26.5,C,,2018/07/24 00:00:00+00
470,WW19,1,Temperature - 00011,26.9,C,,2018/07/24 00:00:00+00
471,WW19,,"Depth to bottom from water surface at sampling location, meters - 82903",3.6,,,2018/07/30 00:00:00+00
472,WW19,,Secchi Depth - 00069,2.19,,,2018/07/30 00:00:00+00
473,WW19,0.1,Temperature - 00011,28.3,C,,2018/07/30 00:00:00+00
474,WW19,1,Temperature - 00011,28.6,C,,2018/07/30 00:00:00+00
475,WW19,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",3.5,ug/l,,2018/08/06 00:00:00+00
476,WW19,,"Depth to bottom from water surface at sampling location, meters - 82903",3.5,,,2018/08/06 00:00:00+00
477,WW19,,Secchi Depth - 00069,2.45,,,2018/08/06 00:00:00+00
478,WW19,0.1,Temperature - 00011,31,C,,2018/08/06 00:00:00+00
479,WW19,1,Temperature - 00011,30.5,C,,2018/08/06 00:00:00+00
480,WW19,,"Depth to bottom from water surface at sampling location, meters - 82903",3.8,,,2018/08/13 00:00:00+00
481,WW19,,Secchi Depth - 00069,2.42,,,2018/08/13 00:00:00+00
482,WW19,0.1,Temperature - 00011,26.2,C,,2018/08/13 00:00:00+00
483,WW19,1,Temperature - 00011,26.3,C,,2018/08/13 00:00:00+00
484,WW19,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",6.8,ug/l,,2018/08/20 00:00:00+00
485,WW19,,"Depth to bottom from water surface at sampling location, meters - 82903",3.6,,,2018/08/20 00:00:00+00
486,WW19,,Secchi Depth - 00069,2.4,,,2018/08/20 00:00:00+00
487,WW19,0.1,Temperature - 00011,26.2,C,,2018/08/20 00:00:00+00
488,WW19,1,Temperature - 00011,26,C,,2018/08/20 00:00:00+00
489,WW19,,"Depth to bottom from water surface at sampling location, meters - 82903",3.5,,,2018/08/26 00:00:00+00
490,WW19,,Secchi Depth - 00069,2.42,,,2018/08/26 00:00:00+00
491,WW19,0.1,Temperature - 00011,26,C,,2018/08/26 00:00:00+00
492,WW19,1,Temperature - 00011,26,C,,2018/08/26 00:00:00+00
493,WW19,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",3.7,ug/l,,2018/09/01 00:00:00+00
494,WW19,,"Depth to bottom from water surface at sampling location, meters - 82903",3.5,,,2018/09/01 00:00:00+00
495,WW19,,Secchi Depth - 00069,2.61,,,2018/09/01 00:00:00+00
496,WW19,0.1,Temperature - 00011,25.5,C,,2018/09/01 00:00:00+00
497,WW19,1,Temperature - 00011,25.1,C,,2018/09/01 00:00:00+00
498,WW19,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",3.4,ug/l,,2018/09/13 00:00:00+00
499,WW19,,"Depth to bottom from water surface at sampling location, meters - 82903",3.7,,,2018/09/13 00:00:00+00
500,WW19,,Secchi Depth - 00069,3.04,,,2018/09/13 00:00:00+00
501,WW19,0.1,Temperature - 00011,21.4,C,,2018/09/13 00:00:00+00
502,WW19,1,Temperature - 00011,21.3,C,,2018/09/13 00:00:00+00
503,WW19,,"Depth to bottom from water surface at sampling location, meters - 82903",3.4,,,2018/09/17 00:00:00+00
504,WW19,,Secchi Depth - 00069,2.8,,,2018/09/17 00:00:00+00
505,WW19,0.1,Temperature - 00011,24.3,C,,2018/09/17 00:00:00+00
506,WW19,1,Temperature - 00011,24.2,C,,2018/09/17 00:00:00+00
507,WW19,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",6,ug/l,,2018/09/26 00:00:00+00
508,WW19,,"Depth to bottom from water surface at sampling location, meters - 82903",3.7,,,2018/09/26 00:00:00+00
509,WW19,,Secchi Depth - 00069,2.45,,,2018/09/26 00:00:00+00
510,WW19,0.1,Temperature - 00011,20.2,C,,2018/09/26 00:00:00+00
511,WW19,1,Temperature - 00011,20,C,,2018/09/26 00:00:00+00
512,WW19,,"Depth to bottom from water surface at sampling location, meters - 82903",3.7,,,2018/10/03 00:00:00+00
513,WW19,,Secchi Depth - 00069,2.07,,,2018/10/03 00:00:00+00
514,WW19,0.1,Temperature - 00011,19.2,C,,2018/10/03 00:00:00+00
515,WW19,1,Temperature - 00011,19.1,C,,2018/10/03 00:00:00+00
516,WW19,1,Alkalinity - 00410,3.69,mg/l,,2018/10/15 00:00:00+00
517,WW19,1,Chloride - 00940,25,mg/l,,2018/10/15 00:00:00+00
518,WW19,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",6.2,ug/l,,2018/10/15 00:00:00+00
519,WW19,,"Depth to bottom from water surface at sampling location, meters - 82903",3.5,,,2018/10/15 00:00:00+00
520,WW19,1,"Nitrate + Nitrite, Dissolved - 00631",0.045,mg/l,,2018/10/15 00:00:00+00
521,WW19,1,"Nitrogen, Ammonia Dissolved as N - 00608",0.045,ug/l,,2018/10/15 00:00:00+00
522,WW19,1,"Nitrogen, Total (unfiltered) - 00600",0.495,ug/l,,2018/10/15 00:00:00+00
523,WW19,1,pH - 00400,6.5,S.U.,,2018/10/15 00:00:00+00
524,WW19,1,"Phosphorus, Dissolved - 00666",6,ug/l,,2018/10/15 00:00:00+00
525,WW19,1,"Phosphorus, Total - 00665",11,ug/l,,2018/10/15 00:00:00+00
526,WW19,,Secchi Depth - 00069,1.64,,,2018/10/15 00:00:00+00
527,WW19,1,Temperature - 00011,15.6,C,,2018/10/15 00:00:00+00
528,WW19,0.5,Enterococci - 31639,1,MPN/100ml,,2018/10/16 00:00:00+00
529,WW29,1,Alkalinity - 00410,3.29,mg/l,,2018/05/11 00:00:00+00
530,WW29,1,Alkalinity - 00410,3.86,mg/l,,2018/05/11 00:00:00+00
531,WW29,1,Chloride - 00940,51,mg/l,,2018/05/11 00:00:00+00
532,WW29,4.3,Chloride - 00940,23,mg/l,,2018/05/11 00:00:00+00
533,WW29,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",2.4,ug/l,,2018/05/11 00:00:00+00
534,WW29,,"Depth to bottom from water surface at sampling location, meters - 82903",5.3,,,2018/05/11 00:00:00+00
535,WW29,1,Dissolved Oxygen - 00300,7.8,mg/l,,2018/05/11 00:00:00+00
536,WW29,4.3,Dissolved Oxygen - 00300,7.4,mg/l,,2018/05/11 00:00:00+00
537,WW29,0.4,Enterococci - 31639,1,MPN/100ml,,2018/05/11 00:00:00+00
538,WW29,1,"Nitrate + Nitrite, Dissolved - 00631",0.065,mg/l,,2018/05/11 00:00:00+00
539,WW29,4.3,"Nitrate + Nitrite, Dissolved - 00631",0.065,mg/l,,2018/05/11 00:00:00+00
540,WW29,1,"Nitrogen, Ammonia Dissolved as N - 00608",0.04,ug/l,,2018/05/11 00:00:00+00
541,WW29,4.5,"Nitrogen, Ammonia Dissolved as N - 00608",0.05,ug/l,,2018/05/11 00:00:00+00
542,WW29,1,"Nitrogen, Total (unfiltered) - 00600",0.46,ug/l,,2018/05/11 00:00:00+00
543,WW29,4.3,"Nitrogen, Total (unfiltered) - 00600",0.42,ug/l,,2018/05/11 00:00:00+00
544,WW29,1,pH - 00400,6.34,S.U.,,2018/05/11 00:00:00+00
545,WW29,1,pH - 00400,6.25,S.U.,,2018/05/11 00:00:00+00
546,WW29,4.3,pH - 00400,6.38,S.U.,,2018/05/11 00:00:00+00
547,WW29,1,"Phosphorus, Dissolved - 00666",2,ug/l,,2018/05/11 00:00:00+00
548,WW29,4.3,"Phosphorus, Dissolved - 00666",2,ug/l,,2018/05/11 00:00:00+00
549,WW29,1,"Phosphorus, Total - 00665",4,ug/l,,2018/05/11 00:00:00+00
550,WW29,4.3,"Phosphorus, Total - 00665",2,ug/l,,2018/05/11 00:00:00+00
551,WW29,,Secchi Depth - 00069,4.28,,,2018/05/11 00:00:00+00
552,WW29,0.1,Temperature - 00011,17,C,,2018/05/11 00:00:00+00
553,WW29,1,Temperature - 00011,18,C,,2018/05/11 00:00:00+00
554,WW29,4.3,Temperature - 00011,17,C,,2018/05/11 00:00:00+00
555,WW29,,"Depth to bottom from water surface at sampling location, meters - 82903",5.4,,,2018/05/18 00:00:00+00
556,WW29,,Secchi Depth - 00069,4.1,,,2018/05/18 00:00:00+00
557,WW29,0.1,Temperature - 00011,18,C,,2018/05/18 00:00:00+00
558,WW29,1,Temperature - 00011,18,C,,2018/05/18 00:00:00+00
559,WW29,4.4,Temperature - 00011,17,C,,2018/05/18 00:00:00+00
560,WW29,,"Depth to bottom from water surface at sampling location, meters - 82903",5.2,,,2018/06/05 00:00:00+00
561,WW29,,Secchi Depth - 00069,3.8,,,2018/06/05 00:00:00+00
562,WW29,0.1,Temperature - 00011,20,C,,2018/06/05 00:00:00+00
563,WW29,1,Temperature - 00011,20,C,,2018/06/05 00:00:00+00
564,WW29,4,Temperature - 00011,20,C,,2018/06/05 00:00:00+00
565,WW29,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",2.2,ug/l,,2018/06/14 00:00:00+00
566,WW29,,"Depth to bottom from water surface at sampling location, meters - 82903",5.1,,,2018/06/14 00:00:00+00
567,WW29,1,Dissolved Oxygen - 00300,7.2,mg/l,,2018/06/14 00:00:00+00
568,WW29,4.1,Dissolved Oxygen - 00300,7.5,mg/l,,2018/06/14 00:00:00+00
569,WW29,,Secchi Depth - 00069,3.8,,,2018/06/14 00:00:00+00
570,WW29,0.1,Temperature - 00011,21,C,,2018/06/14 00:00:00+00
571,WW29,1,Temperature - 00011,21,C,,2018/06/14 00:00:00+00
